datasetid,publicationid,primarypub,year,citation,articletitle,journal,volume,issue,pages,doi,url
47242,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47243,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47244,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47245,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47246,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47247,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47248,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47249,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47250,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47251,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47252,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47253,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47254,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47255,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47256,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47257,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47276,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47277,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47278,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47279,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47285,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47286,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47287,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47288,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47289,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47290,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47291,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47293,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47294,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47295,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47296,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47297,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47298,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47299,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47300,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47301,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47302,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47303,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47304,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47305,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47306,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47307,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47308,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47309,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47310,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47311,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47312,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47313,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47314,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47315,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47316,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47317,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47318,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47319,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47320,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47321,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47322,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
